id,updated_at,content,created_at,account_id,workout_id
50804535,2026-05-07T21:25:47.544678Z,me chama,2026-05-07T21:25:47.544678Z,255289,622491662
50853285,2026-05-08T02:45:04.742194Z,Lindo,2026-05-08T02:45:04.742194Z,1798219,623116490
50989465,2026-05-09T19:34:36.457879Z,Que caralho é esse!,2026-05-09T19:34:36.457879Z,7644605,623180555
50885203,2026-05-08T15:25:30.567688Z,Gigante!,2026-05-08T15:25:30.567688Z,5912814,623180555
50878084,2026-05-08T13:46:02.577098Z,"É um tipo de aula que mistura cardio com treino de força. No meu caso, o cardio = bike, e o treino de força depende do dia, hoje foi superiores.",2026-05-08T13:46:02.577098Z,1798219,623402721
50878061,2026-05-08T13:45:46.170137Z,A mulher é uma máquina,2026-05-08T13:45:46.170137Z,51123,623402721
50876780,2026-05-08T13:27:53.651331Z,desculpa a ignorância oq é bootcamp?,2026-05-08T13:27:53.651331Z,255289,623402721
50890656,2026-05-08T16:39:10.319539Z,"Kkkkkkkkk, botei aqui no Spotify",2026-05-08T16:39:10.319539Z,5912814,623567212
50890627,2026-05-08T16:38:37.462161Z,Não entendi. É o nome de uma música? Kkkkk,2026-05-08T16:38:37.462161Z,5912814,623567212
50890595,2026-05-08T16:38:05.604886Z,musicao,2026-05-08T16:38:05.604886Z,255289,623567212
50912440,2026-05-08T21:42:25.491551Z,Arrasou,2026-05-08T21:42:25.491551Z,1798219,623908090
50918917,2026-05-08T22:32:01.295168Z,"Lindo, sim, mas hoje tô assim: 🦈🔪",2026-05-08T22:32:01.295168Z,1798219,623955814
50989414,2026-05-09T19:33:57.622767Z,Kkkkkkk,2026-05-09T19:33:57.622767Z,7644605,624406545
50949519,2026-05-09T09:51:21.742329Z,To aqui representando tbm. Jaja atualizo o grupo.,2026-05-09T09:51:21.742329Z,5912814,624406545
50949515,2026-05-09T09:51:07.434814Z,Boa!,2026-05-09T09:51:07.434814Z,5912814,624406545
50950767,2026-05-09T10:48:15.945910Z,a pessoa maia forte do deserto do saara na atualidade,2026-05-09T10:48:15.945910Z,255289,624424509
50988887,2026-05-09T19:24:53.517474Z,👏👏👏👏,2026-05-09T19:24:53.517474Z,51123,624976721
50988881,2026-05-09T19:24:43.796723Z,sem desculpinhas por aqui,2026-05-09T19:24:43.796723Z,51123,624976721
51045147,2026-05-11T00:57:33.266391Z,Embassouuuuuu,2026-05-11T00:57:33.266391Z,7538297,625092073
51030268,2026-05-10T17:39:47.174985Z,Gato,2026-05-10T17:39:47.174985Z,1798219,625627227
51045104,2026-05-11T00:56:17.669178Z,"2.5 eu ja tava descansando, chamei na inclinação 10 pra treinar pro Beach Park",2026-05-11T00:56:17.669178Z,7538297,625630882
51031424,2026-05-10T18:19:44.258984Z,"Porra, se isso aí é o mínimo",2026-05-10T18:19:44.258984Z,1798391,625630882
51031409,2026-05-10T18:19:07.142072Z,❤️‍🔥,2026-05-10T18:19:07.142072Z,1798391,625630882
51031161,2026-05-10T18:10:10.775760Z,inclinação de 2.5 pra treinar aquela subida de montanha 🔥🔥🔥🔥,2026-05-10T18:10:10.775760Z,255289,625630882
51075680,2026-05-11T17:02:10.939274Z,"kkkkkkkkkk guila petista gostou da ideia, vai implementar tambem",2026-05-11T17:02:10.939274Z,7541260,625999517
51075147,2026-05-11T16:53:13.705372Z,Que top,2026-05-11T16:53:13.705372Z,5912814,625999517
51061561,2026-05-11T13:06:14.312908Z,Igual o ministério da magia 🥹,2026-05-11T13:06:14.312908Z,1798219,625999517
51335129,2026-05-13T22:31:05.391782Z,Kkkkkkk,2026-05-13T22:31:05.391782Z,401109,626775603
51105647,2026-05-11T22:29:54.930347Z,aquele treinonho ao som de Joao Bosco?,2026-05-11T22:29:54.930347Z,255289,626775603
51190761,2026-05-12T17:31:58.438622Z,kkkkkkkk,2026-05-12T17:31:58.438622Z,7541260,626945603
51190737,2026-05-12T17:31:35.684179Z,kkkkkk dia 01 de junho eu paro,2026-05-12T17:31:35.684179Z,7541260,627166150
51137681,2026-05-12T01:10:33.343016Z,"Querido Alex, que tal descansar e não treinar por um dia? :) so penso no seu bem",2026-05-12T01:10:33.343016Z,1798219,627166150
51190784,2026-05-12T17:32:20.469521Z,#endorfinado,2026-05-12T17:32:20.469521Z,7541260,627282406
51140577,2026-05-12T01:28:07.232882Z,Movimento é movimentar-se,2026-05-12T01:28:07.232882Z,7538297,627282406
51140195,2026-05-12T01:25:40.639780Z,Bom descanso meu amigo vc merece,2026-05-12T01:25:40.639780Z,255289,627282406
51220723,2026-05-12T22:31:00.940938Z,"Cade voce, moderassaum?",2026-05-12T22:31:00.940938Z,7538297,627852922
51220697,2026-05-12T22:30:48.699109Z,Liberaram mentir agr foi??,2026-05-12T22:30:48.699109Z,7538297,627852922
51190648,2026-05-12T17:30:10.055109Z,🤔🤔,2026-05-12T17:30:10.055109Z,7541260,627852922
51280407,2026-05-13T11:57:56.032846Z,Kkkkkkkkkkkkk,2026-05-13T11:57:56.032846Z,7644605,628156467
51220575,2026-05-12T22:30:09.027473Z,Estamos de 👀,2026-05-12T22:30:09.027473Z,7538297,628156467
51229501,2026-05-12T23:17:52.423754Z,Gato,2026-05-12T23:17:52.423754Z,1798219,628260199
51450559,2026-05-15T00:32:52.943191Z,é o pai do tobinhasss,2026-05-15T00:32:52.943191Z,7541260,629207229
51286828,2026-05-13T13:12:40.224022Z,@jungle nota ele,2026-05-13T13:12:40.224022Z,255289,629207229
51333657,2026-05-13T22:17:18.298609Z,"boua, principe do egito",2026-05-13T22:17:18.298609Z,7541260,629494101
51331134,2026-05-13T21:55:02.432568Z,BORA MONSTRO,2026-05-13T21:55:02.432568Z,7538297,629494101
51450445,2026-05-15T00:31:53.405565Z,passa a gripe pra isabela!!!,2026-05-15T00:31:53.405565Z,7541260,629966811
51450381,2026-05-15T00:31:22.741347Z,🐀🐀,2026-05-15T00:31:22.741347Z,7541260,630057345
51450405,2026-05-15T00:31:36.903425Z,bouuaa,2026-05-15T00:31:36.903425Z,7541260,630081834
51486238,2026-05-15T13:22:48.083938Z,Kakakakakaka,2026-05-15T13:22:48.083938Z,7538297,630319539
51450349,2026-05-15T00:31:06.557313Z,metendo o shape,2026-05-15T00:31:06.557313Z,7541260,630319539
51450299,2026-05-15T00:30:41.491871Z,pula ai amanhã pra testar uma coisa,2026-05-15T00:30:41.491871Z,7541260,630499237
51450322,2026-05-15T00:30:53.617230Z,é o raiooo,2026-05-15T00:30:53.617230Z,7541260,630511198
51450242,2026-05-15T00:30:06.904993Z,🐀🐀,2026-05-15T00:30:06.904993Z,7541260,630511633
51450201,2026-05-15T00:29:47.205126Z,é melhor voce descansar pra se recuperar dessa gripe! 🤧,2026-05-15T00:29:47.205126Z,7541260,630638545
51450133,2026-05-15T00:29:01.690146Z,brabaa,2026-05-15T00:29:01.690146Z,7541260,630705590
51450030,2026-05-15T00:28:08.979677Z,"nada disso, cade o compromisso???",2026-05-15T00:28:08.979677Z,7541260,631037377
51450109,2026-05-15T00:28:51.665477Z,ponto pro tobinhas tambem +1,2026-05-15T00:28:51.665477Z,7541260,631220394
51450077,2026-05-15T00:28:32.890233Z,brabo,2026-05-15T00:28:32.890233Z,7541260,631471624
51450064,2026-05-15T00:28:27.170259Z,booaa,2026-05-15T00:28:27.170259Z,7541260,631553247
51532064,2026-05-15T23:19:04.407483Z,KKKKKKK,2026-05-15T23:19:04.407483Z,7541260,631639837
51458303,2026-05-15T01:48:49.878312Z,m,2026-05-15T01:48:49.878312Z,255289,631639837
51458297,2026-05-15T01:48:47.034713Z,i,2026-05-15T01:48:47.034713Z,255289,631639837
51458290,2026-05-15T01:48:43.987460Z,s,2026-05-15T01:48:43.987460Z,255289,631639837
51458284,2026-05-15T01:48:41.079896Z,s,2026-05-15T01:48:41.079896Z,255289,631639837
51458279,2026-05-15T01:48:38.267603Z,a,2026-05-15T01:48:38.267603Z,255289,631639837
51458276,2026-05-15T01:48:35.108083Z,isso nao vai ficar,2026-05-15T01:48:35.108083Z,255289,631639837
51458261,2026-05-15T01:48:24.399062Z,de comentários ,2026-05-15T01:48:24.399062Z,255289,631639837
51458246,2026-05-15T01:48:10.404212Z,tu ta machine,2026-05-15T01:48:10.404212Z,255289,631639837
51532199,2026-05-15T23:20:29.366230Z,monstro fitness,2026-05-15T23:20:29.366230Z,7541260,631803915
51532175,2026-05-15T23:20:16.609769Z,cade o jacare???,2026-05-15T23:20:16.609769Z,7541260,631894390
51532150,2026-05-15T23:20:02.060464Z,foi 30 min mesmo????,2026-05-15T23:20:02.060464Z,7541260,632044609
51532109,2026-05-15T23:19:36.927544Z,casal fitness,2026-05-15T23:19:36.927544Z,7541260,632049787
51532094,2026-05-15T23:19:21.606933Z,segue a lider!!!,2026-05-15T23:19:21.606933Z,7541260,632105539
51486317,2026-05-15T13:23:54.758828Z,"Mil cairão ao teu lado, dez mil a tua direita, mas tu nao serás atingido",2026-05-15T13:23:54.758828Z,1798219,632105539
51486172,2026-05-15T13:21:54.507808Z,"Descansa colega, se nao a gripe pega!",2026-05-15T13:21:54.507808Z,7538297,632105539
51535824,2026-05-16T00:06:43.094446Z,O homi não descansa,2026-05-16T00:06:43.094446Z,1798219,632785831
51548009,2026-05-16T03:28:49.507600Z,KKKKKKKKKKKKKKK,2026-05-16T03:28:49.507600Z,1798391,632802116
51536566,2026-05-16T00:17:37.277121Z,acho que nem um anao…,2026-05-16T00:17:37.277121Z,7541260,632802116
51536535,2026-05-16T00:17:08.219512Z,agora trinta e um minutos pra fazer full body MAIS isometria,2026-05-16T00:17:08.219512Z,7541260,632802116
51536506,2026-05-16T00:16:38.221495Z,perfeito demais amor da isabela,2026-05-16T00:16:38.221495Z,7541260,632802116
51535805,2026-05-16T00:06:27.254608Z,Perfeito demais meu amor,2026-05-16T00:06:27.254608Z,1798219,632802116
51536602,2026-05-16T00:18:08.230911Z,raaataa de academia,2026-05-16T00:18:08.230911Z,7541260,632825833
51565851,2026-05-16T14:18:08.799095Z,manja mt dos inglês,2026-05-16T14:18:08.799095Z,255289,632935001
51545286,2026-05-16T02:57:29.119615Z,goes>>>>,2026-05-16T02:57:29.119615Z,7541260,632935001
51563981,2026-05-16T13:59:15.366397Z,só depois do treino falando mal de ti,2026-05-16T13:59:15.366397Z,255289,633067926
51563404,2026-05-16T13:52:51.837147Z,treinozin feat artur nobre hoje?,2026-05-16T13:52:51.837147Z,7541260,633067926
51560559,2026-05-16T13:20:09.797728Z,Que pace hein! PACEZAO,2026-05-16T13:20:09.797728Z,1798219,633067926
51566044,2026-05-16T14:19:56.040810Z,pedala facil,2026-05-16T14:19:56.040810Z,255289,633099675
51563435,2026-05-16T13:53:05.899122Z,atleta dms,2026-05-16T13:53:05.899122Z,7541260,633099675
51558684,2026-05-16T12:57:00.379980Z,🥴🥴🥴,2026-05-16T12:57:00.379980Z,1798219,633099675
51563608,2026-05-16T13:54:57.112224Z,foco,2026-05-16T13:54:57.112224Z,7541260,633121092
51558729,2026-05-16T12:57:34.353938Z,"Arrasou, É isso",2026-05-16T12:57:34.353938Z,1798219,633121092
51566068,2026-05-16T14:20:10.547587Z,#TEAMCAETANO,2026-05-16T14:20:10.547587Z,255289,633141126
51563549,2026-05-16T13:54:14.905488Z,galera on firee,2026-05-16T13:54:14.905488Z,7541260,633141126
51566252,2026-05-16T14:21:59.131872Z,cheeeeeck,2026-05-16T14:21:59.131872Z,255289,633148643
51563620,2026-05-16T13:55:07.329580Z,cade o bin??,2026-05-16T13:55:07.329580Z,7541260,633148643
51564080,2026-05-16T14:00:13.392817Z,a mistura do brasil com a França ,2026-05-16T14:00:13.392817Z,255289,633155329
51563494,2026-05-16T13:53:41.919797Z,conheco esse apto!!!,2026-05-16T13:53:41.919797Z,7541260,633155329
51566149,2026-05-16T14:21:05.675638Z,segue a líder ,2026-05-16T14:21:05.675638Z,255289,633210327
51572493,2026-05-16T15:26:19.023743Z,BORA SOUTH BEACHERSSSSSS,2026-05-16T15:26:19.023743Z,7538297,633281101
51564063,2026-05-16T14:00:05.137281Z,ARRASOUUUUU,2026-05-16T14:00:05.137281Z,1798219,633281101
51563286,2026-05-16T13:51:37.356349Z,ninguem mais segura 🔥,2026-05-16T13:51:37.356349Z,7541260,633281101
51563269,2026-05-16T13:51:29.275383Z,monstra,2026-05-16T13:51:29.275383Z,7541260,633281101
51563264,2026-05-16T13:51:25.181704Z,BOOAA,2026-05-16T13:51:25.181704Z,7541260,633281101
51573259,2026-05-16T15:33:50.394197Z,valdo & valdas 🫶,2026-05-16T15:33:50.394197Z,7541260,633325711
51573312,2026-05-16T15:34:22.463327Z,🤰💪,2026-05-16T15:34:22.463327Z,7541260,633412648
51573386,2026-05-16T15:35:14.512719Z,crossfitter,2026-05-16T15:35:14.512719Z,7541260,633442709
51600085,2026-05-16T22:13:14.176698Z,so jogueiro,2026-05-16T22:13:14.176698Z,7541260,633687600
51633278,2026-05-17T17:21:44.846196Z,e cachorro,2026-05-17T17:21:44.846196Z,7541260,633989696
51633248,2026-05-17T17:21:16.699407Z,brabosss,2026-05-17T17:21:16.699407Z,7541260,633992318
51633263,2026-05-17T17:21:27.198925Z,q timeee!,2026-05-17T17:21:27.198925Z,7541260,633992482
51633295,2026-05-17T17:22:18.537980Z,que matilha!,2026-05-17T17:22:18.537980Z,7541260,633992952
51644880,2026-05-17T22:11:20.850162Z,descanse um pouco pfv,2026-05-17T22:11:20.850162Z,7541260,634402295
51636711,2026-05-17T18:45:49.974292Z,pronta pro tour de france,2026-05-17T18:45:49.974292Z,255289,634402295
51644968,2026-05-17T22:13:10.290780Z,hoje so vai contar um ponto mesmo,2026-05-17T22:13:10.290780Z,7541260,634504054
51654543,2026-05-18T02:15:32.357113Z,"nao se preocupe, essa semana é a ultima kkkk",2026-05-18T02:15:32.357113Z,7541260,634533930
51645105,2026-05-17T22:17:07.455525Z,Sem descanso*,2026-05-17T22:17:07.455525Z,1798219,634533930
51645088,2026-05-17T22:16:49.938320Z,Atenção Alex ⚠️ ministério da saúde adverte: treinar todos os dias em descanso faz mal à saúde. Só penso no seu bem 🙏,2026-05-17T22:16:49.938320Z,1798219,634533930
51654553,2026-05-18T02:15:59.865614Z,bouuaaa,2026-05-18T02:15:59.865614Z,7541260,634637541
51653018,2026-05-18T01:21:30.655454Z,Que homem,2026-05-18T01:21:30.655454Z,1798219,634637541
51741313,2026-05-19T01:30:58.338502Z,Lake valdo,2026-05-19T01:30:58.338502Z,7541260,634722253
51741341,2026-05-19T01:31:15.437765Z,"volte, nosos time precisa de voce!!!",2026-05-19T01:31:15.437765Z,7541260,634782473
51741403,2026-05-19T01:31:39.386544Z,brabaaa,2026-05-19T01:31:39.386544Z,7541260,634784313
51743876,2026-05-19T01:51:45.658386Z,Gostoso,2026-05-19T01:51:45.658386Z,1798219,634966077
51741473,2026-05-19T01:32:11.579686Z,gigantee,2026-05-19T01:32:11.579686Z,7541260,634966077
51741438,2026-05-19T01:31:56.935769Z,ela nao paraaaa,2026-05-19T01:31:56.935769Z,7541260,634968077
51741492,2026-05-19T01:32:20.949443Z,💪💪,2026-05-19T01:32:20.949443Z,7541260,635724737
51743851,2026-05-19T01:51:32.040679Z,Kkkkkkkkk,2026-05-19T01:51:32.040679Z,1798219,636031150
51742940,2026-05-19T01:43:37.103178Z,Ele vem (he comes em ingles),2026-05-19T01:43:37.103178Z,7538297,636031150
51741531,2026-05-19T01:32:37.592901Z,é o tal do shape,2026-05-19T01:32:37.592901Z,7541260,636031150
51769995,2026-05-19T13:10:19.485353Z,kkkkkkk eu parei pra assistir a convocação 😂,2026-05-19T13:10:19.485353Z,7541260,636070842
51751183,2026-05-19T08:12:55.303592Z,1h50 ai viça na academia viu kkkkkk,2026-05-19T08:12:55.303592Z,255289,636070842
51743803,2026-05-19T01:51:04.452704Z,Bufooooo,2026-05-19T01:51:04.452704Z,1798219,636070842
51770593,2026-05-19T13:19:00.559607Z,É o flash,2026-05-19T13:19:00.559607Z,1798219,636226153
51770022,2026-05-19T13:10:53.349723Z,monstro das ruas e do indoor tambem!!!,2026-05-19T13:10:53.349723Z,7541260,636226153
51770582,2026-05-19T13:18:47.378632Z,Acads boua,2026-05-19T13:18:47.378632Z,1798219,636276403
51770186,2026-05-19T13:13:08.280170Z,"com certeza meu amigo, injustiça já!!",2026-05-19T13:13:08.280170Z,255289,636276403
51770117,2026-05-19T13:12:06.419548Z,temos que rever essas regras pro mes de junior!,2026-05-19T13:12:06.419548Z,7541260,636276403
51770077,2026-05-19T13:11:37.036486Z,pena que so conta como 1 😪,2026-05-19T13:11:37.036486Z,7541260,636276403
51770045,2026-05-19T13:11:12.661078Z,2o turno???,2026-05-19T13:11:12.661078Z,7541260,636276403
51771309,2026-05-19T13:30:09.562694Z,isso é pra bater no cachorro ela bate no cachorro,2026-05-19T13:30:09.562694Z,255289,636466468
51771289,2026-05-19T13:29:53.392836Z,#medo,2026-05-19T13:29:53.392836Z,255289,636466468
51770156,2026-05-19T13:12:44.623207Z,se cuida nao @DaneilPulgas!!! 🥊,2026-05-19T13:12:44.623207Z,7541260,636466468
51770657,2026-05-19T13:19:58.490403Z,Temos que crer em algo,2026-05-19T13:19:58.490403Z,1798219,636513870
51770197,2026-05-19T13:13:21.162280Z,ela tem um objetivo!!!,2026-05-19T13:13:21.162280Z,7541260,636513870
51807425,2026-05-19T21:32:59.504956Z,tira uma selfiezinha bixo queremos te ver,2026-05-19T21:32:59.504956Z,255289,637044102
51878591,2026-05-20T13:27:16.449059Z,Aff que homem lindo,2026-05-20T13:27:16.449059Z,1798219,637997750
52152154,2026-05-23T12:11:01.001714Z,"já, já chega a licença paternidade 🥹",2026-05-23T12:11:01.001714Z,7541260,639965403
52047141,2026-05-22T00:37:20.436737Z,Arrasou lindao,2026-05-22T00:37:20.436737Z,1798219,640275182
52045059,2026-05-22T00:23:58.262346Z,Pior que hoje eu dei o gás,2026-05-22T00:23:58.262346Z,1798391,640275182
52042160,2026-05-22T00:06:47.206609Z,meteu migué hj hein,2026-05-22T00:06:47.206609Z,255289,640275182
52079309,2026-05-22T12:56:29.720916Z,Mas ele foi e fez!,2026-05-22T12:56:29.720916Z,1798219,640516203
52152165,2026-05-23T12:11:12.037970Z,ela nao paraaa!!,2026-05-23T12:11:12.037970Z,7541260,640800097
52152174,2026-05-23T12:11:24.359467Z,vale por dois!!,2026-05-23T12:11:24.359467Z,7541260,641361703
52152192,2026-05-23T12:11:48.939839Z,"ja da pra fazer atl x mia pedalando, hein",2026-05-23T12:11:48.939839Z,7541260,641408796
52155019,2026-05-23T13:00:59.066349Z,Esse de blusa preta com manga é o bolt?,2026-05-23T13:00:59.066349Z,1798219,641732920
52152332,2026-05-23T12:14:17.070107Z,palpites?,2026-05-23T12:14:17.070107Z,7541260,641732920
52152284,2026-05-23T12:13:31.255493Z,paltite,2026-05-23T12:13:31.255493Z,7541260,641732920
52152279,2026-05-23T12:13:23.908815Z,palpibe,2026-05-23T12:13:23.908815Z,7541260,641732920
52152274,2026-05-23T12:13:19.263805Z,paltip,2026-05-23T12:13:19.263805Z,7541260,641732920
52152253,2026-05-23T12:12:51.894036Z,nao disse quem é quem,2026-05-23T12:12:51.894036Z,7541260,641732920
52152240,2026-05-23T12:12:42.594030Z,2 mestres das corridas de rua um zé ruela,2026-05-23T12:12:42.594030Z,7541260,641732920
52148245,2026-05-23T10:14:33.221730Z,ó o artu,2026-05-23T10:14:33.221730Z,255289,641732920
52317389,2026-05-26T00:27:33.699341Z,Carai 913kcal. Que doido,2026-05-26T00:27:33.699341Z,1798219,644386701
52537591,2026-05-28T02:07:05.264338Z,Paia,2026-05-28T02:07:05.264338Z,7538297,645458649
52384731,2026-05-26T20:41:01.705369Z,Indigesto,2026-05-26T20:41:01.705369Z,1798219,645458649
